Sensor,Sensor ID,Hour,Pedestrian_Count,Hour_24,Time_Period,Location_Type
Little Collins St-Swanston St (East),45,6pm,1173.0,18,Evening Peak,Mixed Use
Flinders La-Swanston St (West),41,6pm,2737.0,18,Evening Peak,Mixed Use
Pelham St (South),46,6pm,76.0,18,Evening Peak,Mixed Use
Melbourne Central-Elizabeth St (East),47,6pm,1163.0,18,Evening Peak,Transport Hub
QVM-Queen St (East),48,6pm,289.0,18,Evening Peak,Mixed Use
QVM-Therry St (South),49,6pm,410.0,18,Evening Peak,Mixed Use
Faraday St-Lygon St (West),50,6pm,425.0,18,Evening Peak,Mixed Use
QVM-Franklin St (North),51,6pm,173.0,18,Evening Peak,Mixed Use
Elizabeth St-Lonsdale St (South),52,6pm,693.0,18,Evening Peak,Mixed Use
Collins St (North),53,6pm,724.0,18,Evening Peak,Mixed Use
Lincoln-Swanston (West),54,6pm,186.0,18,Evening Peak,Mixed Use
Lonsdale St - Elizabeth St (North),56,6pm,616.0,18,Evening Peak,Mixed Use
Bourke St Bridge,57,6pm,0.0,18,Evening Peak,Outdoor
Bourke St - Spencer St (North),58,6pm,1014.0,18,Evening Peak,Mixed Use
RMIT Building 80,59,6pm,552.0,18,Evening Peak,Mixed Use
RMIT Building 14,61,6pm,937.0,18,Evening Peak,Mixed Use
Elizabeth St-La Trobe St (East),55,6pm,0.0,18,Evening Peak,Mixed Use
La Trobe St (North),62,6pm,474.0,18,Evening Peak,Mixed Use
231 Bourke St,63,6pm,806.0,18,Evening Peak,Mixed Use
Royal Pde - Grattan St,64,6pm,0.0,18,Evening Peak,Mixed Use
Swanston St - City Square,65,6pm,0.0,18,Evening Peak,Mixed Use
State Library- New,66,6pm,2218.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (South),67,6pm,723.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (North),68,6pm,398.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (Crossing),69,6pm,240.0,18,Evening Peak,Mixed Use
Errol Street (East),70,6pm,290.0,18,Evening Peak,Mixed Use
Westwood Place,71,6pm,35.0,18,Evening Peak,Mixed Use
Flinders St- ACMI,72,6pm,723.0,18,Evening Peak,Mixed Use
Bourke St - Spencer St (South),73,6pm,0.0,18,Evening Peak,Mixed Use
Spring St- Flinders St (West),75,6pm,116.0,18,Evening Peak,Mixed Use
Macaulay Rd-Bellair St,76,6pm,148.0,18,Evening Peak,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,6pm,368.0,18,Evening Peak,Mixed Use
Harbour Esplanade (West) - Bike Path,78,6pm,160.0,18,Evening Peak,Mixed Use
Flinders St (South),79,6pm,929.0,18,Evening Peak,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,6pm,2406.0,18,Evening Peak,Mixed Use
Macaulay Rd (North),85,6pm,139.0,18,Evening Peak,Mixed Use
Queensberry St - Errol St (South),86,6pm,115.0,18,Evening Peak,Mixed Use
Errol St (West),87,6pm,220.0,18,Evening Peak,Mixed Use
Flagstaff station (East),88,6pm,234.0,18,Evening Peak,Transport Hub
William St - Little Lonsdale St (West),89,6pm,760.0,18,Evening Peak,Mixed Use
La Trobe St - William St (South),90,6pm,282.0,18,Evening Peak,Mixed Use
114 Flinders St,91,6pm,396.0,18,Evening Peak,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,6pm,23.0,18,Evening Peak,Outdoor
474 Flinders St,141,6pm,234.0,18,Evening Peak,Mixed Use
Hamer Hall - River Side,142,6pm,1227.0,18,Evening Peak,Public Building
Cnr Bourke St and Harbour Esplanade,137,6pm,70.0,18,Evening Peak,Mixed Use
Flinders Walk - Sandridge Bridge,139,6pm,220.0,18,Evening Peak,Outdoor
Birrarung Marr - Federation Bridge,136,6pm,389.0,18,Evening Peak,Outdoor
Boyd Park,140,6pm,220.0,18,Evening Peak,Outdoor
I-Hub 892 Bourke Street,130,6pm,104.0,18,Evening Peak,Mixed Use
510 Elizabeth St,83,6pm,2.0,18,Evening Peak,Mixed Use
512 Elizabeth St,82,6pm,0.0,18,Evening Peak,Mixed Use
514 Elizabeth St,158,6pm,0.0,18,Evening Peak,Mixed Use
516 Elizabeth St,159,6pm,0.0,18,Evening Peak,Mixed Use
Batman Park,160,6pm,354.0,18,Evening Peak,Outdoor
City Baths,161,6pm,263.0,18,Evening Peak,Mixed Use
Birrarung Marr – COM Pole 1109,0,6pm,422.0,18,Evening Peak,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,6pm,309.0,18,Evening Peak,Mixed Use
I-Hub 489 Elizabeth Street,162,6pm,611.0,18,Evening Peak,Mixed Use
I-Hub 526 La Trobe Street,164,6pm,354.0,18,Evening Peak,Mixed Use
475 Spencer Street,165,6pm,117.0,18,Evening Peak,Mixed Use
484 Spencer Street,166,6pm,140.0,18,Evening Peak,Mixed Use
,,6pm,0.0,18,Evening Peak,Unknown
,,6pm,0.0,18,Evening Peak,Unknown
Average Hourly Pedestrian Counts for Thursday over the past 4 weeks. ,,6pm,0.0,18,Evening Peak,Mixed Use
Sensor,Sensor ID,6pm,0.0,18,Evening Peak,Mixed Use
Bourke Street Mall (North),1,6pm,2149.0,18,Evening Peak,Retail
Bourke Street Mall (South),2,6pm,986.0,18,Evening Peak,Retail
Melbourne Central,3,6pm,2040.0,18,Evening Peak,Transport Hub
Town Hall (West),4,6pm,3000.0,18,Evening Peak,Public Building
Princes Bridge,5,6pm,2886.0,18,Evening Peak,Outdoor
Flinders Street Station Underpass,6,6pm,2203.0,18,Evening Peak,Transport Hub
Birrarung Marr,7,6pm,0.0,18,Evening Peak,Mixed Use
Webb Bridge,8,6pm,362.0,18,Evening Peak,Outdoor
Southern Cross Station,9,6pm,648.0,18,Evening Peak,Transport Hub
Victoria Point,10,6pm,158.0,18,Evening Peak,Mixed Use
Waterfront City,11,6pm,118.0,18,Evening Peak,Mixed Use
New Quay,12,6pm,550.0,18,Evening Peak,Mixed Use
Sandridge Bridge,14,6pm,701.0,18,Evening Peak,Outdoor
Collins Place (South),17,6pm,465.0,18,Evening Peak,Mixed Use
Collins Place (North),18,6pm,307.0,18,Evening Peak,Mixed Use
Chinatown-Swanston St (North),19,6pm,890.0,18,Evening Peak,Mixed Use
Chinatown-Lt Bourke St (South),20,6pm,765.0,18,Evening Peak,Mixed Use
Bourke St-Russell St (West),21,6pm,736.0,18,Evening Peak,Mixed Use
Flinders St-Elizabeth St (East),22,6pm,2579.0,18,Evening Peak,Mixed Use
Spencer St-Collins St (South),23,6pm,485.0,18,Evening Peak,Mixed Use
Spencer St-Collins St (North),24,6pm,1402.0,18,Evening Peak,Mixed Use
Melbourne Convention Exhibition Centre,25,6pm,1381.0,18,Evening Peak,Mixed Use
QV Market-Elizabeth St (West),26,6pm,0.0,18,Evening Peak,Mixed Use
QV Market-Peel St,27,6pm,185.0,18,Evening Peak,Mixed Use
The Arts Centre,28,6pm,1829.0,18,Evening Peak,Mixed Use
St Kilda Rd-Alexandra Gardens,29,6pm,1037.0,18,Evening Peak,Mixed Use
Lonsdale St (South),30,6pm,768.0,18,Evening Peak,Mixed Use
Lygon St (West),31,6pm,354.0,18,Evening Peak,Mixed Use
Southbank,35,6pm,3531.0,18,Evening Peak,Mixed Use
Queen St (West),36,6pm,335.0,18,Evening Peak,Mixed Use
Lygon St (East),37,6pm,211.0,18,Evening Peak,Mixed Use
Alfred Place,39,6pm,104.0,18,Evening Peak,Mixed Use
Lonsdale St-Spring St (West),40,6pm,339.0,18,Evening Peak,Mixed Use
Grattan St-Swanston St (West),42,6pm,135.0,18,Evening Peak,Mixed Use
Monash Rd-Swanston St (West),43,6pm,174.0,18,Evening Peak,Mixed Use
Tin Alley-Swanston St (West),44,6pm,90.0,18,Evening Peak,Mixed Use
Little Collins St-Swanston St (East),45,6pm,1478.0,18,Evening Peak,Mixed Use
Flinders La-Swanston St (West),41,6pm,2961.0,18,Evening Peak,Mixed Use
Pelham St (South),46,6pm,64.0,18,Evening Peak,Mixed Use
Melbourne Central-Elizabeth St (East),47,6pm,1542.0,18,Evening Peak,Transport Hub
QVM-Queen St (East),48,6pm,248.0,18,Evening Peak,Mixed Use
QVM-Therry St (South),49,6pm,374.0,18,Evening Peak,Mixed Use
Faraday St-Lygon St (West),50,6pm,426.0,18,Evening Peak,Mixed Use
QVM-Franklin St (North),51,6pm,155.0,18,Evening Peak,Mixed Use
Elizabeth St-Lonsdale St (South),52,6pm,646.0,18,Evening Peak,Mixed Use
Collins St (North),53,6pm,728.0,18,Evening Peak,Mixed Use
Lincoln-Swanston (West),54,6pm,127.0,18,Evening Peak,Mixed Use
Lonsdale St - Elizabeth St (North),56,6pm,706.0,18,Evening Peak,Mixed Use
Bourke St Bridge,57,6pm,0.0,18,Evening Peak,Outdoor
Bourke St - Spencer St (North),58,6pm,995.0,18,Evening Peak,Mixed Use
RMIT Building 80,59,6pm,676.0,18,Evening Peak,Mixed Use
RMIT Building 14,61,6pm,742.0,18,Evening Peak,Mixed Use
Elizabeth St-La Trobe St (East),55,6pm,0.0,18,Evening Peak,Mixed Use
La Trobe St (North),62,6pm,359.0,18,Evening Peak,Mixed Use
231 Bourke St,63,6pm,805.0,18,Evening Peak,Mixed Use
Royal Pde - Grattan St,64,6pm,0.0,18,Evening Peak,Mixed Use
Swanston St - City Square,65,6pm,0.0,18,Evening Peak,Mixed Use
State Library- New,66,6pm,2195.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (South),67,6pm,805.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (North),68,6pm,525.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (Crossing),69,6pm,216.0,18,Evening Peak,Mixed Use
Errol Street (East),70,6pm,304.0,18,Evening Peak,Mixed Use
Westwood Place,71,6pm,46.0,18,Evening Peak,Mixed Use
Flinders St- ACMI,72,6pm,869.0,18,Evening Peak,Mixed Use
Bourke St - Spencer St (South),73,6pm,0.0,18,Evening Peak,Mixed Use
Spring St- Flinders St (West),75,6pm,168.0,18,Evening Peak,Mixed Use
Macaulay Rd-Bellair St,76,6pm,106.0,18,Evening Peak,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,6pm,416.0,18,Evening Peak,Mixed Use
Harbour Esplanade (West) - Bike Path,78,6pm,143.0,18,Evening Peak,Mixed Use
Flinders St (South),79,6pm,1197.0,18,Evening Peak,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,6pm,2579.0,18,Evening Peak,Mixed Use
Macaulay Rd (North),85,6pm,148.0,18,Evening Peak,Mixed Use
Queensberry St - Errol St (South),86,6pm,110.0,18,Evening Peak,Mixed Use
Errol St (West),87,6pm,194.0,18,Evening Peak,Mixed Use
Flagstaff station (East),88,6pm,222.0,18,Evening Peak,Transport Hub
William St - Little Lonsdale St (West),89,6pm,514.0,18,Evening Peak,Mixed Use
La Trobe St - William St (South),90,6pm,227.0,18,Evening Peak,Mixed Use
114 Flinders St,91,6pm,653.0,18,Evening Peak,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,6pm,206.0,18,Evening Peak,Outdoor
474 Flinders St,141,6pm,300.0,18,Evening Peak,Mixed Use
Hamer Hall - River Side,142,6pm,1550.0,18,Evening Peak,Public Building
Cnr Bourke St and Harbour Esplanade,137,6pm,70.0,18,Evening Peak,Mixed Use
Flinders Walk - Sandridge Bridge,139,6pm,191.0,18,Evening Peak,Outdoor
Birrarung Marr - Federation Bridge,136,6pm,634.0,18,Evening Peak,Outdoor
Boyd Park,140,6pm,203.0,18,Evening Peak,Outdoor
I-Hub 892 Bourke Street,130,6pm,103.0,18,Evening Peak,Mixed Use
510 Elizabeth St,83,6pm,0.0,18,Evening Peak,Mixed Use
512 Elizabeth St,82,6pm,0.0,18,Evening Peak,Mixed Use
514 Elizabeth St,158,6pm,34.0,18,Evening Peak,Mixed Use
516 Elizabeth St,159,6pm,2.0,18,Evening Peak,Mixed Use
Batman Park,160,6pm,503.0,18,Evening Peak,Outdoor
City Baths,161,6pm,182.0,18,Evening Peak,Mixed Use
Birrarung Marr – COM Pole 1109,0,6pm,1892.0,18,Evening Peak,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,6pm,279.0,18,Evening Peak,Mixed Use
I-Hub 489 Elizabeth Street,162,6pm,607.0,18,Evening Peak,Mixed Use
I-Hub 526 La Trobe Street,164,6pm,342.0,18,Evening Peak,Mixed Use
475 Spencer Street,165,6pm,138.0,18,Evening Peak,Mixed Use
484 Spencer Street,166,6pm,141.0,18,Evening Peak,Mixed Use
,,6pm,0.0,18,Evening Peak,Unknown
,,6pm,0.0,18,Evening Peak,Unknown
Average Hourly Pedestrian Counts for Thursday over the past 52 weeks. ,,6pm,0.0,18,Evening Peak,Mixed Use
Sensor,Sensor ID,6pm,0.0,18,Evening Peak,Mixed Use
Bourke Street Mall (North),1,6pm,1986.0,18,Evening Peak,Retail
Bourke Street Mall (South),2,6pm,920.0,18,Evening Peak,Retail
Melbourne Central,3,6pm,2382.0,18,Evening Peak,Transport Hub
Town Hall (West),4,6pm,2179.0,18,Evening Peak,Public Building
Princes Bridge,5,6pm,2091.0,18,Evening Peak,Outdoor
Flinders Street Station Underpass,6,6pm,2318.0,18,Evening Peak,Transport Hub
Birrarung Marr,7,6pm,377.0,18,Evening Peak,Mixed Use
Webb Bridge,8,6pm,315.0,18,Evening Peak,Outdoor
Southern Cross Station,9,6pm,1006.0,18,Evening Peak,Transport Hub
Victoria Point,10,6pm,130.0,18,Evening Peak,Mixed Use
Waterfront City,11,6pm,87.0,18,Evening Peak,Mixed Use
New Quay,12,6pm,425.0,18,Evening Peak,Mixed Use
Sandridge Bridge,14,6pm,709.0,18,Evening Peak,Outdoor
Collins Place (South),17,6pm,548.0,18,Evening Peak,Mixed Use
Collins Place (North),18,6pm,248.0,18,Evening Peak,Mixed Use
Chinatown-Swanston St (North),19,6pm,1202.0,18,Evening Peak,Mixed Use
Chinatown-Lt Bourke St (South),20,6pm,804.0,18,Evening Peak,Mixed Use
Bourke St-Russell St (West),21,6pm,726.0,18,Evening Peak,Mixed Use
Flinders St-Elizabeth St (East),22,6pm,2491.0,18,Evening Peak,Mixed Use
Spencer St-Collins St (South),23,6pm,633.0,18,Evening Peak,Mixed Use
Spencer St-Collins St (North),24,6pm,1793.0,18,Evening Peak,Mixed Use
Melbourne Convention Exhibition Centre,25,6pm,1151.0,18,Evening Peak,Mixed Use
QV Market-Elizabeth St (West),26,6pm,0.0,18,Evening Peak,Mixed Use
QV Market-Peel St,27,6pm,194.0,18,Evening Peak,Mixed Use
The Arts Centre,28,6pm,1288.0,18,Evening Peak,Mixed Use
St Kilda Rd-Alexandra Gardens,29,6pm,670.0,18,Evening Peak,Mixed Use
Lonsdale St (South),30,6pm,837.0,18,Evening Peak,Mixed Use
Lygon St (West),31,6pm,354.0,18,Evening Peak,Mixed Use
Southbank,35,6pm,2887.0,18,Evening Peak,Mixed Use
Queen St (West),36,6pm,442.0,18,Evening Peak,Mixed Use
Lygon St (East),37,6pm,143.0,18,Evening Peak,Mixed Use
Alfred Place,39,6pm,157.0,18,Evening Peak,Mixed Use
Lonsdale St-Spring St (West),40,6pm,399.0,18,Evening Peak,Mixed Use
Grattan St-Swanston St (West),42,6pm,268.0,18,Evening Peak,Mixed Use
Monash Rd-Swanston St (West),43,6pm,347.0,18,Evening Peak,Mixed Use
Tin Alley-Swanston St (West),44,6pm,118.0,18,Evening Peak,Mixed Use
Little Collins St-Swanston St (East),45,6pm,1427.0,18,Evening Peak,Mixed Use
Flinders La-Swanston St (West),41,6pm,2015.0,18,Evening Peak,Mixed Use
Pelham St (South),46,6pm,138.0,18,Evening Peak,Mixed Use
Melbourne Central-Elizabeth St (East),47,6pm,1741.0,18,Evening Peak,Transport Hub
QVM-Queen St (East),48,6pm,288.0,18,Evening Peak,Mixed Use
QVM-Therry St (South),49,6pm,477.0,18,Evening Peak,Mixed Use
Faraday St-Lygon St (West),50,6pm,421.0,18,Evening Peak,Mixed Use
QVM-Franklin St (North),51,6pm,172.0,18,Evening Peak,Mixed Use
Elizabeth St-Lonsdale St (South),52,6pm,707.0,18,Evening Peak,Mixed Use
Collins St (North),53,6pm,852.0,18,Evening Peak,Mixed Use
Lincoln-Swanston (West),54,6pm,399.0,18,Evening Peak,Mixed Use
Lonsdale St - Elizabeth St (North),56,6pm,699.0,18,Evening Peak,Mixed Use
Bourke St Bridge,57,6pm,0.0,18,Evening Peak,Outdoor
Bourke St - Spencer St (North),58,6pm,1096.0,18,Evening Peak,Mixed Use
RMIT Building 80,59,6pm,1347.0,18,Evening Peak,Mixed Use
RMIT Building 14,61,6pm,1005.0,18,Evening Peak,Mixed Use
Elizabeth St-La Trobe St (East),55,6pm,327.0,18,Evening Peak,Mixed Use
La Trobe St (North),62,6pm,482.0,18,Evening Peak,Mixed Use
231 Bourke St,63,6pm,652.0,18,Evening Peak,Mixed Use
Royal Pde - Grattan St,64,6pm,0.0,18,Evening Peak,Mixed Use
Swanston St - City Square,65,6pm,906.0,18,Evening Peak,Mixed Use
State Library- New,66,6pm,2475.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (South),67,6pm,791.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (North),68,6pm,254.0,18,Evening Peak,Mixed Use
Flinders Ln -Degraves St (Crossing),69,6pm,162.0,18,Evening Peak,Mixed Use
Errol Street (East),70,6pm,362.0,18,Evening Peak,Mixed Use
Westwood Place,71,6pm,54.0,18,Evening Peak,Mixed Use
Flinders St- ACMI,72,6pm,845.0,18,Evening Peak,Mixed Use
Bourke St - Spencer St (South),73,6pm,0.0,18,Evening Peak,Mixed Use
Spring St- Flinders St (West),75,6pm,131.0,18,Evening Peak,Mixed Use
Macaulay Rd-Bellair St,76,6pm,103.0,18,Evening Peak,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,6pm,311.0,18,Evening Peak,Mixed Use
Harbour Esplanade (West) - Bike Path,78,6pm,94.0,18,Evening Peak,Mixed Use
Flinders St (South),79,6pm,1007.0,18,Evening Peak,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,6pm,2491.0,18,Evening Peak,Mixed Use
Macaulay Rd (North),85,6pm,152.0,18,Evening Peak,Mixed Use
Queensberry St - Errol St (South),86,6pm,111.0,18,Evening Peak,Mixed Use
Errol St (West),87,6pm,210.0,18,Evening Peak,Mixed Use
Flagstaff station (East),88,6pm,198.0,18,Evening Peak,Transport Hub
William St - Little Lonsdale St (West),89,6pm,493.0,18,Evening Peak,Mixed Use
La Trobe St - William St (South),90,6pm,333.0,18,Evening Peak,Mixed Use
114 Flinders St,91,6pm,617.0,18,Evening Peak,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,6pm,36.0,18,Evening Peak,Outdoor
474 Flinders St,141,6pm,274.0,18,Evening Peak,Mixed Use
Hamer Hall - River Side,142,6pm,811.0,18,Evening Peak,Public Building
Cnr Bourke St and Harbour Esplanade,137,6pm,43.0,18,Evening Peak,Mixed Use
Flinders Walk - Sandridge Bridge,139,6pm,134.0,18,Evening Peak,Outdoor
Birrarung Marr - Federation Bridge,136,6pm,513.0,18,Evening Peak,Outdoor
Boyd Park,140,6pm,125.0,18,Evening Peak,Outdoor
I-Hub 892 Bourke Street,130,6pm,45.0,18,Evening Peak,Mixed Use
510 Elizabeth St,83,6pm,3.0,18,Evening Peak,Mixed Use
512 Elizabeth St,82,6pm,1.0,18,Evening Peak,Mixed Use
514 Elizabeth St,158,6pm,11.0,18,Evening Peak,Mixed Use
516 Elizabeth St,159,6pm,2.0,18,Evening Peak,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,6pm,301.0,18,Evening Peak,Mixed Use
Bourke Street Mall (North),1,7pm,1984.0,19,Evening Peak,Retail
Bourke Street Mall (South),2,7pm,767.0,19,Evening Peak,Retail
Melbourne Central,3,7pm,1830.0,19,Evening Peak,Transport Hub
Town Hall (West),4,7pm,2808.0,19,Evening Peak,Public Building
Princes Bridge,5,7pm,3219.0,19,Evening Peak,Outdoor
Flinders Street Station Underpass,6,7pm,1821.0,19,Evening Peak,Transport Hub
Birrarung Marr,7,7pm,0.0,19,Evening Peak,Mixed Use
Webb Bridge,8,7pm,281.0,19,Evening Peak,Outdoor
Southern Cross Station,9,7pm,174.0,19,Evening Peak,Transport Hub
Victoria Point,10,7pm,109.0,19,Evening Peak,Mixed Use
Waterfront City,11,7pm,210.0,19,Evening Peak,Mixed Use
New Quay,12,7pm,545.0,19,Evening Peak,Mixed Use
Sandridge Bridge,14,7pm,556.0,19,Evening Peak,Outdoor
Collins Place (South),17,7pm,343.0,19,Evening Peak,Mixed Use
Collins Place (North),18,7pm,171.0,19,Evening Peak,Mixed Use
Chinatown-Swanston St (North),19,7pm,0.0,19,Evening Peak,Mixed Use
Chinatown-Lt Bourke St (South),20,7pm,1652.0,19,Evening Peak,Mixed Use
Bourke St-Russell St (West),21,7pm,1023.0,19,Evening Peak,Mixed Use
Flinders St-Elizabeth St (East),22,7pm,2106.0,19,Evening Peak,Mixed Use
Spencer St-Collins St (South),23,7pm,364.0,19,Evening Peak,Mixed Use
Spencer St-Collins St (North),24,7pm,790.0,19,Evening Peak,Mixed Use
Melbourne Convention Exhibition Centre,25,7pm,1175.0,19,Evening Peak,Mixed Use
QV Market-Elizabeth St (West),26,7pm,0.0,19,Evening Peak,Mixed Use
QV Market-Peel St,27,7pm,227.0,19,Evening Peak,Mixed Use
The Arts Centre,28,7pm,2152.0,19,Evening Peak,Mixed Use
St Kilda Rd-Alexandra Gardens,29,7pm,1808.0,19,Evening Peak,Mixed Use
Lonsdale St (South),30,7pm,868.0,19,Evening Peak,Mixed Use
Lygon St (West),31,7pm,513.0,19,Evening Peak,Mixed Use
Southbank,35,7pm,3486.0,19,Evening Peak,Mixed Use
Queen St (West),36,7pm,292.0,19,Evening Peak,Mixed Use
Lygon St (East),37,7pm,0.0,19,Evening Peak,Mixed Use
Alfred Place,39,7pm,112.0,19,Evening Peak,Mixed Use
Lonsdale St-Spring St (West),40,7pm,266.0,19,Evening Peak,Mixed Use
Grattan St-Swanston St (West),42,7pm,124.0,19,Evening Peak,Mixed Use
Monash Rd-Swanston St (West),43,7pm,137.0,19,Evening Peak,Mixed Use
Tin Alley-Swanston St (West),44,7pm,71.0,19,Evening Peak,Mixed Use
Little Collins St-Swanston St (East),45,7pm,1434.0,19,Evening Peak,Mixed Use
Flinders La-Swanston St (West),41,7pm,2776.0,19,Evening Peak,Mixed Use
Pelham St (South),46,7pm,65.0,19,Evening Peak,Mixed Use
Melbourne Central-Elizabeth St (East),47,7pm,1364.0,19,Evening Peak,Transport Hub
QVM-Queen St (East),48,7pm,266.0,19,Evening Peak,Mixed Use
QVM-Therry St (South),49,7pm,299.0,19,Evening Peak,Mixed Use
Faraday St-Lygon St (West),50,7pm,544.0,19,Evening Peak,Mixed Use
QVM-Franklin St (North),51,7pm,142.0,19,Evening Peak,Mixed Use
Elizabeth St-Lonsdale St (South),52,7pm,700.0,19,Evening Peak,Mixed Use
Collins St (North),53,7pm,647.0,19,Evening Peak,Mixed Use
Lincoln-Swanston (West),54,7pm,176.0,19,Evening Peak,Mixed Use
Lonsdale St - Elizabeth St (North),56,7pm,799.0,19,Evening Peak,Mixed Use
Bourke St Bridge,57,7pm,0.0,19,Evening Peak,Outdoor
Bourke St - Spencer St (North),58,7pm,672.0,19,Evening Peak,Mixed Use
RMIT Building 80,59,7pm,513.0,19,Evening Peak,Mixed Use
RMIT Building 14,61,7pm,818.0,19,Evening Peak,Mixed Use
Elizabeth St-La Trobe St (East),55,7pm,0.0,19,Evening Peak,Mixed Use
La Trobe St (North),62,7pm,430.0,19,Evening Peak,Mixed Use
231 Bourke St,63,7pm,1078.0,19,Evening Peak,Mixed Use
Royal Pde - Grattan St,64,7pm,0.0,19,Evening Peak,Mixed Use
Swanston St - City Square,65,7pm,0.0,19,Evening Peak,Mixed Use
State Library- New,66,7pm,2068.0,19,Evening Peak,Mixed Use
Flinders Ln -Degraves St (South),67,7pm,880.0,19,Evening Peak,Mixed Use
Flinders Ln -Degraves St (North),68,7pm,494.0,19,Evening Peak,Mixed Use
Flinders Ln -Degraves St (Crossing),69,7pm,336.0,19,Evening Peak,Mixed Use
Errol Street (East),70,7pm,378.0,19,Evening Peak,Mixed Use
Westwood Place,71,7pm,24.0,19,Evening Peak,Mixed Use
Flinders St- ACMI,72,7pm,661.0,19,Evening Peak,Mixed Use
Bourke St - Spencer St (South),73,7pm,0.0,19,Evening Peak,Mixed Use
Spring St- Flinders St (West),75,7pm,115.0,19,Evening Peak,Mixed Use
Macaulay Rd-Bellair St,76,7pm,88.0,19,Evening Peak,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,7pm,377.0,19,Evening Peak,Mixed Use
Harbour Esplanade (West) - Bike Path,78,7pm,60.0,19,Evening Peak,Mixed Use
Flinders St (South),79,7pm,1067.0,19,Evening Peak,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,7pm,2106.0,19,Evening Peak,Mixed Use
Macaulay Rd (North),85,7pm,159.0,19,Evening Peak,Mixed Use
Queensberry St - Errol St (South),86,7pm,120.0,19,Evening Peak,Mixed Use
Errol St (West),87,7pm,212.0,19,Evening Peak,Mixed Use
Flagstaff station (East),88,7pm,210.0,19,Evening Peak,Transport Hub
William St - Little Lonsdale St (West),89,7pm,433.0,19,Evening Peak,Mixed Use
La Trobe St - William St (South),90,7pm,147.0,19,Evening Peak,Mixed Use
114 Flinders St,91,7pm,535.0,19,Evening Peak,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,7pm,261.0,19,Evening Peak,Outdoor
474 Flinders St,141,7pm,263.0,19,Evening Peak,Mixed Use
Hamer Hall - River Side,142,7pm,2034.0,19,Evening Peak,Public Building
Cnr Bourke St and Harbour Esplanade,137,7pm,32.0,19,Evening Peak,Mixed Use
Flinders Walk - Sandridge Bridge,139,7pm,115.0,19,Evening Peak,Outdoor
Birrarung Marr - Federation Bridge,136,7pm,278.0,19,Evening Peak,Outdoor
Boyd Park,140,7pm,167.0,19,Evening Peak,Outdoor
I-Hub 892 Bourke Street,130,7pm,64.0,19,Evening Peak,Mixed Use
510 Elizabeth St,83,7pm,0.0,19,Evening Peak,Mixed Use
512 Elizabeth St,82,7pm,0.0,19,Evening Peak,Mixed Use
514 Elizabeth St,158,7pm,0.0,19,Evening Peak,Mixed Use
516 Elizabeth St,159,7pm,0.0,19,Evening Peak,Mixed Use
Batman Park,160,7pm,442.0,19,Evening Peak,Outdoor
City Baths,161,7pm,136.0,19,Evening Peak,Mixed Use
Birrarung Marr – COM Pole 1109,0,7pm,1693.0,19,Evening Peak,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,7pm,280.0,19,Evening Peak,Mixed Use
I-Hub 489 Elizabeth Street,162,7pm,570.0,19,Evening Peak,Mixed Use
I-Hub 526 La Trobe Street,164,7pm,262.0,19,Evening Peak,Mixed Use
475 Spencer Street,165,7pm,96.0,19,Evening Peak,Mixed Use
484 Spencer Street,166,7pm,113.0,19,Evening Peak,Mixed Use
,,7pm,0.0,19,Evening Peak,Unknown
,,7pm,0.0,19,Evening Peak,Unknown
Average Hourly Pedestrian Counts for Friday over the past 4 weeks. ,,7pm,0.0,19,Evening Peak,Mixed Use
Sensor,Sensor ID,7pm,0.0,19,Evening Peak,Mixed Use
Bourke Street Mall (North),1,7pm,2117.0,19,Evening Peak,Retail
Bourke Street Mall (South),2,7pm,892.0,19,Evening Peak,Retail
Melbourne Central,3,7pm,1966.0,19,Evening Peak,Transport Hub
Town Hall (West),4,7pm,2718.0,19,Evening Peak,Public Building
Princes Bridge,5,7pm,2550.0,19,Evening Peak,Outdoor
